NumeroLinha;Linha;Nome
5358;PR01-01;ESTAÇÃO DE TRANSF. TAMOIOS
5360;PR02-01;ESTAÇÃO DE TRANSF. CARIJÓS
1324;S10-01;BH SHOPPING/SÃO FRANCISCO
4434;S10-02;BH SHOPPING/SÃO FRANCISCO
7578;S10-03;VIA RUA ALCOBAÇA - MANHÃ
7579;S10-04;VIA RUA ALCOBAÇA - TARDE
7639;S11-01;CRUZEIRO/GUTIERREZ
6599;S19-01;HOSPITAL EVANGELICO\SHOPPING BOULEVARD
1327;S20-01;PALMEIRAS/SERRA
1328;S20-02;PALMEIRAS/SERRA - ATEND.BH SHOPPING
6178;S20-03;PALMEIRAS ATÉ A RUA CARAÇA
1330;S21-01;DOM CABRAL/BH SHOPPING
1332;S22-01;BURITIS/METRÔ CALAFATE
4877;S22-02;PARTIDAS DA AVENIDA RAUL MOURÃO GUIMARÃES
5036;S22-03;ESTAÇÃO CALAFATE / AV. DOM JOÃO VI
1335;S31-01;PETRÓPOLIS / BARREIRO
2054;S31-02;PETRÓPOLIS - ATENDIMENTO BAIRRO DAS INDUSTRIAS
1396;S32-01;ITAIPÚ/CARDOSO
1397;S32-02;ITAIPÚ/CARDOSO - ATEND. SÁBADO PART. CARDOSO
1340;S33-01;LINDÉIA/MILIONÁRIOS
1341;S33-02;LINDÉIA/MILIONÁRIOS - PARTIDAS DA RUA BETULA
1342;S33-03;LINDÉIA/MILIONÁRIOS- ENCERRA NO BAIRRO MILIONARIOS
1344;S41-01;CONJUNTO CALIFÓRNIA/PRADO
1345;S41-02;CONJUNTO CALIFÓRNIA/PRADO - ATEND. ESTÁCIO DE SÁ
1347;S50-01;CAIÇARA / NOVA VISTA - VIA UFMG
1348;S50-02;CAIÇARA / NOVA VISTA - NÃO ATEND. UFMG
8238;S50-03;NOVA VISTA / SHOPPING DEL REY
1351;S51-01;CIRCULAR PAMPULHA - PRINCIPAL VIA PORTUGAL
2754;S51-02;CIRCULAR PAMPULHA / PARTIDAS VIA BRASIL
5796;S51-03;CIRCULAR PAMPULHA VIA SANTA TEREZINHA
1353;S52-01;CIRCULAR PAMPULHA
1354;S52-02;CIRCULAR PAMPULHA - PARTIDAS R. EXP. ANT. ESTEVON
1377;S53-01;CONFISCO/SÃO GABRIEL
1356;S54-01;DOM BOSCO/SHOPPING DEL REY / VIA CASTELO   A
1357;S54-02;DOM BOSCO/SHOPPING DEL REY / VIA PE EUSTÁQUIO B
1359;S55-01;SANTA MÔNICA/MINAS SHOPPING
7319;S56-01;PRINCIPAL
1361;S60-01;CIRCULAR VENDA NOVA
1362;S60-02;CIRCULAR VENDA NOVA - ATEND. BAIRRO LETÍCIA
1364;S61-01;MANTIQUEIRA/ESTAÇÃO VILARINHO
5756;S61-02;MANTIQUEIRA/EST. VILARINHO-ENCERRA R.NOVA MALIBU
4395;S61-03;DIRETA LANDI / ESTAÇÃO VILARINHO
1366;S63-01;CIRCULAR VENDA NOVA 
1367;S63-02;CIRCULAR VENDA NOVA - ATEND. CÉU ANIL
1369;S64-01;CIRCULAR VENDA NOVA
1370;S64-02;CIRCULAR VENDA NOVA - ATEND. CÉU ANIL
1372;S65-01;SÃO BERNARDO/MINAS CAIXA
2094;S65-02;SÃO BERNARDO/MINAS CAIXA - VIA SALAMANCA
1374;S66-01;TUPI/EUROPA
4936;S66-02;TUPI\EUROPA
1379;S70-01;CONJ. FELICIDADE/SHOPPING DEL REY 
4937;S70-02;CONJ. FELICIDADE\SHOPPING DEL REY C/RET.EXPRESSO
1337;S80-01;PRINCIPAL
1338;S80-02;JARDIM VITÓRIA/CIDADE INDUSTRIAL - NOTURNO
1662;S80-03;JARDIM VITÓRIA/CIDADE INDUSTRIAL
1381;S81-01;CIRCULAR NORDESTE
1383;S82-01;CIRCULAR NORDESTE
3794;S82-02;CIRCULAR NORDESTE - ATEND. RUA ANGOLA
1386;S83-01;DOM JOAQUIM/VISTA DO SOL
1387;S83-02;DOM JOAQUIM/VISTA DO SOL - PARTIDA VISTA DO SOL
1388;S83-03;DOM JOAQUIM/VISTA DO SOL - TÉRM. VIAGEM VISTA SOL
1389;S83-04;DOM JOAQUIM/VISTA DO SOL - ATEND. PUC SÃO GABRIEL
1391;S85-01;MINAS SHOPPING/SANTA INÊS
1393;S90-01;BALEIA/SAGRADA FAMÍLIA
7339;S92-01;PRINCIPAL
708;SA01-01;METRO-CENTRAL/PCA.DA LIBERDADE/HOSPITAIS
855;SA01-02;METRO-CENTRAL/PCA.DA LIBERDADE/HOSPITAIS
865;SA01-03;METRO-CENTRAL/PCA.DA LIBERDADE/HOSPITAIS
710;SC01A-01;CONTORNO A
712;SC01B-01;CONTORNO B
6466;SC01B-02;ATENDIMENTO CARNAVAL
714;SC01R-01;CONTORNO/PRACA MILTON CAMPOS
877;SC01R-02;CONTORNO/PRACA MILTON CAMPOS
716;SC02A-01;PRACA 7/SAVASSI VIA PCA DA LIBERDADE - SANTA CASA
718;SC02B-01;SAVASSI/PRACA 7 VIA SANTA CASA - PCA DA LIBERDADE
719;SC02B-02;SAVASSI/PRACA 7  - DESVIO FEIRA  AFONSO PENA
6353;SC02B-03;ATENDIMENTO CARNAVAL
721;SC03A-01;HOSPITAL FELICIO ROCHO/HOSPITAL MILITAR A
723;SC03B-01;HOSPITAL FELICIO ROCHO/HOSPITAL MILITAR B
725;SC04A-01;SANTA CASA/SAVASSI/RODOVIARIA A
6351;SC04A-02;ATENDIMENTO CARNAVAL
727;SC04B-01;SANTA CASA/RODOVIARIA/SAVASSI B
3454;SC04B-02;TERMINAL BERNARDO MONTEIRO / HOSPITAIS
5362;SD01-01;ESTAÇÃO DE TRANSF. SÃO PAULO
5364;SD02-01;ESTAÇÃO DE TRANSF. RIO DE JANEIRO
4817;SE01-01;CIDADE ADMINISTRATIVA / SAVASSI
5237;SE01-02;VIA AEROPORTO DA PAMPULHA
4819;SE02-01;BURITIS / SAVASSI
5637;ST01-01;CIRCUITO TURÍSTICO CENTRO-SUL
5697;ST01-02;CIRCUITO TUR. CENTRO-SUL - ATEND. PQ. MANGABEIRAS
5698;ST01-03;ATEND. PQ. MANGABEIRAS - DESVIO DA FEIRA
