ID_REDE_PRIORIZACAO_ONIBUS;NOME_ROTA;SITUACAO;INFRAESTRUTURA_ATUAL;INFRAESTRUTURA_PLANEJADA;ANO_IMPLANT_INFRA_ATUAL;HORIZONTE_IMPLANTACAO;POSICIONAMENTO_VIA;SISTEMA_BRT;REFERENCIA_LOGRADOURO;EXTENSAO_REDE_PLANEJADA;TIPO_LOGRADOURO;NOME_LOGRADOURO;LOGRAD_INICIAL;LOGRAD_FINAL;GEOMETRIA;EXTENSAO_TRECHO
1543;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;95.681;AVE;AMAZONAS;RUA ESMERALDA;RUA CURA D'ARS;MULTILINESTRING ((608586.060279025 7795865.37519506, 608492.313275224 7795846.23909016));95.681
1544;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;95.95;AVE;AMAZONAS;RUA CHAPECO;RUA ESMERALDA;MULTILINESTRING ((608679.70008685 7795886.30093569, 608586.060279025 7795865.37519506));95.95
1545;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;177.383;AVE;AMAZONAS;AVE FRANCISCO SA;RUA CHAPECO;MULTILINESTRING ((608852.549474982 7795926.15282395, 608679.70008685 7795886.30093569));177.383
1546;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;146.15;AVE;AMAZONAS;RUA EUCLIDES DA CUNHA;AVE FRANCISCO SA;MULTILINESTRING ((608995.285039745 7795957.55643184, 608852.549474982 7795926.15282395));146.15
1539;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;90.289;AVE;AMAZONAS;RUA ALMIRANTE BARROSO;RUA CAPITAO JOSE CARLOS VAZ DE MELO;MULTILINESTRING ((607071.026568993 7795998.49809828, 606983.018672822 7795978.33220299));90.289
1540;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;93.026;AVE;AMAZONAS;RUA TOBIAS BARRETO;RUA ALMIRANTE BARROSO;MULTILINESTRING ((607163.734596413 7796005.09675514, 607111.414714355 7796003.32711535, 607071.026568993 7795998.49809828));93.026
1541;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;99.092;AVE;AMAZONAS;RUA MARCILIO DIAS;RUA TOBIAS BARRETO;MULTILINESTRING ((607261.777685092 7795991.18958591, 607212.508765423 7796000.01778895, 607163.734596413 7796005.09675514));99.092
1535;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;248.109;AVE;AMAZONAS;RUA TRES MIL CENTO E VINTE E UM;AVE NOSSA SENHORA DE FATIMA;MULTILINESTRING ((605361.64655475 7795504.76859549, 605299.505872136 7795362.22760929, 605263.685924514 7795276.82499275));248.109
1536;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;183.969;AVE;AMAZONAS;AVE NOSSA SENHORA DE FATIMA;RUA MIGUEL GENTIL;MULTILINESTRING ((605263.685924514 7795276.82499275, 605255.332884242 7795256.66909542, 605238.808212273 7795228.71478544, 605213.963483409 7795193.00205466, 605192.417092264 7795168.32707718, 605154.304799928 7795130.9046944));183.969
1537;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;183.335;AVE;AMAZONAS;RUA MIGUEL GENTIL;RUA OSCAR NEGRAO DE LIMA;MULTILINESTRING ((605154.304799928 7795130.9046944, 605124.603268774 7795116.60760453, 605087.719607238 7795095.7118578, 605058.306680634 7795083.95425103, 605005.351868565 7795070.50698818, 604983.97864015 7795066.94771266));183.335
1189;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;71.514;AVE;CRISTIANO MACHADO;RUA OLIVEIRA LIMA;RUA JOSE BENJAMIM DE CASTRO;MULTILINESTRING ((610896.512867378 7806866.18601191, 610866.992744799 7806931.32275351));71.514
1190;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;26.353;AVE;CRISTIANO MACHADO;RUA JOSE VIEIRA MUNIZ;RUA OLIVEIRA LIMA;MULTILINESTRING ((610906.457355599 7806841.78097948, 610896.512867378 7806866.18601191));26.353
1787;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;146.423;AVE;AMAZONAS;RUA DOMINGOS HENRIQUES;RUA TRINTA;MULTILINESTRING ((605529.952482675 7795637.08166355, 605472.338768579 7795611.54686108, 605450.165693267 7795597.07980581, 605406.149376415 7795560.9771544));146.423
1788;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;99.153;AVE;AMAZONAS;RUA CID REBELO HORTA;RUA DOMINGOS HENRIQUES;MULTILINESTRING ((605626.602023668 7795659.21715793, 605529.952482675 7795637.08166355));99.153
1789;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;229.919;AVE;AMAZONAS;RUA TRES MIL SETECENTOS E VINTE E UM;RUA CID REBELO HORTA;MULTILINESTRING ((605849.87474967 7795714.0959875, 605626.602023668 7795659.21715793));229.919
1790;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;92.213;AVE;AMAZONAS;RUA JOSE DE ALENCAR;RUA GENEBRA;MULTILINESTRING ((606800.208304781 7795937.21057318, 606710.394568709 7795916.31482645));92.213
1791;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;91.491;AVE;AMAZONAS;RUA ZURICK;RUA MONTE SIMPLON;MULTILINESTRING ((606621.248746025 7795894.41928322, 606532.028710743 7795874.16340625));91.491
1792;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;91.796;AVE;AMAZONAS;RUA GENEBRA;RUA ZURICK;MULTILINESTRING ((606710.394568709 7795916.31482645, 606621.248746025 7795894.41928322));91.796
1793;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;94.475;AVE;AMAZONAS;RUA JOAQUIM NABUCO;RUA JOSE DE ALENCAR;MULTILINESTRING ((606892.45456492 7795957.60642166, 606800.208304781 7795937.21057318));94.475
1186;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;155.82;AVE;CRISTIANO MACHADO;;TRI AYRTON SENNA;MULTILINESTRING ((610571.783273159 7807581.95032016, 610508.661335073 7807724.41132263));155.82
1183;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;64.168;AVE;CRISTIANO MACHADO;RUA ENGENHEIRO ALFREDO CASTILHO;RUA SENADOR TEIXEIRA DA COSTA;MULTILINESTRING ((611126.975969606 7806139.1439992, 611077.616345651 7806180.14565343));64.168
1184;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;45.794;AVE;CRISTIANO MACHADO;;RUA ENGENHEIRO ALFREDO CASTILHO;MULTILINESTRING ((611163.612255813 7806111.66959154, 611126.975969606 7806139.1439992));45.794
1185;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;51.511;AVE;CRISTIANO MACHADO;RUA SENADOR TEIXEIRA DA COSTA;RUA SENADOR MODESTINO GONCALVES;MULTILINESTRING ((611077.616345651 7806180.14565343, 611043.453812732 7806218.69780625));51.511
1815;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;NÃO;;90.099;AVE;VILARINHO;RUA DOS MELOES;RUA DOS MAMOEIROS;MULTILINESTRING ((610053.465992403 7807935.96826083, 609994.796810237 7808004.34434308));90.099
1816;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;NÃO;;105.116;AVE;VILARINHO;RUA DOS MAMOEIROS;PCA DOS ABACATEIROS;MULTILINESTRING ((609994.796810237 7808004.34434308, 609968.203962382 7808033.08849229, 609943.771525733 7808052.7344934, 609912.626971827 7808067.8214225));105.116
1556;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;82.642;AVE;AMAZONAS;RUA DAS PRINCESAS;RUA SARARE;MULTILINESTRING ((604481.740755771 7794853.15123031, 604436.281416168 7794784.13527831));82.642
1557;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;79.93;AVE;AMAZONAS;;RUA CONDE PEREIRA CARNEIRO;MULTILINESTRING ((606249.418889187 7795806.44718968, 606171.520398123 7795788.54083447));79.93
1579;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;73.523;AVE;AMAZONAS;RUA CONTENDAS;AVE SILVA LOBO;MULTILINESTRING ((607670.763316328 7795854.3274438, 607601.209619691 7795878.17259019));73.523
1580;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;87.489;AVE;AMAZONAS;ROD ANEL RODOVIARIO CELSO MELLO AZEVEDO;TRE TRES MIL NOVECENTOS E CINQUENTA E TRES;MULTILINESTRING ((603868.192219241 7794042.18629987, 603789.774239986 7794003.3941959));87.489
753;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;271.697;AVE;ANTONIO ABRAHAO CARAM;ALA DAS PALMEIRAS;AVE CORONEL OSCAR PASCHOAL;MULTILINESTRING ((607700.448355793 7803317.79827594, 607443.21924298 7803230.31608269));271.697
764;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;146.713;AVE;ANTONIO ABRAHAO CARAM;RUA CARLOS ALVES;RUA ALEXANDRE BARBOSA;MULTILINESTRING ((608709.195471896 7803670.08656869, 608559.220055841 7803618.84699835));146.713
1561;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;74.108;AVE;AMAZONAS;RUA CONTRIA;RUA VIAMAO;MULTILINESTRING ((607821.472612525 7795826.08319283, 607747.721781142 7795833.34171538));74.108
1562;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;17.118;AVE;AMAZONAS;RUA BRUMADINHO;RUA CONTRIA;MULTILINESTRING ((607838.590985284 7795826.08319283, 607821.472612525 7795826.08319283));17.118
350;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;330.287;AVE;PRESIDENTE ANTONIO CARLOS;AVE CORONEL JOSE DIAS BICALHO;ALA DO IPE BRANCO;MULTILINESTRING ((608871.415966731 7803981.01328045, 608761.663779152 7804292.52987216));330.287
347;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;156.657;AVE;PRESIDENTE ANTONIO CARLOS;RUA VIANA DO CASTELO;RUA MAJOR DELFINO DE PAULA;MULTILINESTRING ((609602.715159808 7801880.56082146, 609551.79707128 7802028.71066599));156.657
1552;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;84.771;AVE;AMAZONAS;AVE DO CONTORNO;RUA TOMPSON FLORES;MULTILINESTRING ((609136.808465397 7795987.75028597, 609054.102647108 7795969.15407117));84.771
1573;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;71.434;AVE;AMAZONAS;RUA TAPIRI;RUA SACADURA CABRAL;MULTILINESTRING ((604561.890362328 7794976.35615231, 604541.556110294 7794945.32246913, 604521.469233589 7794917.47813676));71.434
1574;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;31.209;AVE;AMAZONAS;RUA TRES MIL CENTO E QUARENTA E DOIS;RUA TAPIRI;MULTILINESTRING ((604582.628660733 7794999.6314147, 604572.230651075 7794989.06356575, 604561.890362328 7794976.35615231));31.209
1575;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;75.606;AVE;AMAZONAS;RUA SACADURA CABRAL;RUA DAS PRINCESAS;MULTILINESTRING ((604521.469233589 7794917.47813676, 604481.740755771 7794853.15123031));75.606
1560;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;79.863;AVE;AMAZONAS;RUA VIAMAO;RUA CONTENDAS;MULTILINESTRING ((607747.721781142 7795833.34171538, 607714.433307719 7795840.43027253, 607670.763316328 7795854.3274438));79.863
1188;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;87.177;AVE;CRISTIANO MACHADO;RUA QUATRO MIL TREZENTOS E SESSENTA E UM;;MULTILINESTRING ((610660.500311939 7807364.07466812, 610626.906742277 7807444.51829405));87.177
1796;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;92.906;AVE;AMAZONAS;RUA CAPITAO JOSE CARLOS VAZ DE MELO;RUA JOAQUIM NABUCO;MULTILINESTRING ((606983.018672822 7795978.33220299, 606892.45456492 7795957.60642166));92.906
1538;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;239.727;AVE;AMAZONAS;RUA SARARE;RUA C;MULTILINESTRING ((604436.281416168 7794784.13527831, 604383.483275141 7794704.65145701, 604344.736052794 7794647.5030894, 604304.636511983 7794583.81605271));239.727
1794;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;140.039;AVE;AMAZONAS;RUA OSCAR NEGRAO DE LIMA;RUA PRESCILIANO ROMUALDO SILVA;MULTILINESTRING ((604983.97864015 7795066.94771266, 604960.412017152 7795064.75815834, 604930.223981185 7795064.22826619, 604886.215910177 7795066.76774929, 604874.366631924 7795067.4776048, 604844.186841801 7795069.13726698));140.039
1795;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;77.87;AVE;AMAZONAS;RUA CONDE PEREIRA CARNEIRO;AVE AMINTAS VIDAL GOMES;MULTILINESTRING ((606171.520398123 7795788.54083447, 606095.699859822 7795770.7944467));77.87
1187;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;32.924;AVE;CRISTIANO MACHADO;RUA CORONEL COSTA DIAS;RUA LUIZ BONDEZAN;MULTILINESTRING ((610958.884433633 7806559.28848001, 610956.072600728 7806592.09180299));32.924
1174;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;63.916;AVE;CRISTIANO MACHADO;AVE SARAMENHA;RUA JOVENTINA DA ROCHA;MULTILINESTRING ((611688.039707193 7805443.02569207, 611657.612541741 7805499.23425098));63.916
1175;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;52.846;AVE;CRISTIANO MACHADO;RUA PASTOR SALATIEL GARCIA;AVE SARAMENHA;MULTILINESTRING ((611707.681308306 7805393.96567809, 611693.242834943 7805430.17830711, 611688.039707193 7805443.02569207));52.846
1245;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;47.639;AVE;PRESIDENTE CARLOS LUZ;BEC ALAMEDA REAL;TRE DOIS MIL QUATROCENTOS E QUARENTA E CINCO;MULTILINESTRING ((608076.821672838 7800497.27238581, 608045.891510884 7800533.50501077));47.639
1246;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;29.337;AVE;PRESIDENTE CARLOS LUZ;BEC ALAMEDA DOS LIRIOS;BEC ALAMEDA REAL;MULTILINESTRING ((608093.90706222 7800473.47722925, 608084.927337781 7800487.31441273, 608078.759446248 7800494.77289458, 608076.821672838 7800497.27238581));29.337
1169;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;263.155;AVE;CRISTIANO MACHADO;RUA NAIR PENTAGNA GUIMARAES;RUA OURICURI;MULTILINESTRING ((611466.919146552 7805750.96301232, 611379.076167267 7805894.29383774, 611353.406853974 7805935.09553268, 611326.385222216 7805973.35774451));263.155
1164;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;70.126;AVE;CRISTIANO MACHADO;RUA EDSON TOMAS SANTOS;RUA ADONIS;MULTILINESTRING ((611525.563591185 7804436.73052053, 611553.277873864 7804501.14740866));70.126
1165;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;28.804;AVE;CRISTIANO MACHADO;RUA JOSE ANTENOR;RUA MARIA MANOELA BRAZ;MULTILINESTRING ((611616.713154033 7805559.01208337, 611607.255170625 7805570.36977155, 611599.042309706 7805581.73745769));28.804
1166;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;157.615;AVE;CRISTIANO MACHADO;RUA ADONIS;VDP SEM NOME;MULTILINESTRING ((611553.277873864 7804501.14740866, 611586.731264172 7804574.61245506, 611593.468118962 7804587.76977693, 611622.320328154 7804642.76858208));157.615
1167;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;245.909;AVE;CRISTIANO MACHADO;VDP SEM NOME;RUA EUNICE RODRIGUES DE SOUZA;MULTILINESTRING ((611622.320328154 7804642.76858208, 611654.050337005 7804702.74637378, 611694.454974055 7804779.88067331, 611714.640800891 7804823.95170278, 611728.642244506 7804864.08353406));245.909
1157;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;99.924;AVE;CRISTIANO MACHADO;BEC LOURIVAL CARNEIRO;RUA OLIVIA MARIA DE JESUS;MULTILINESTRING ((610996.650400509 7806299.52135486, 610978.064267465 7806397.7013706));99.924
1160;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;88.063;AVE;CRISTIANO MACHADO;RUA ANA DIAS DUARTE;;MULTILINESTRING ((610798.634695585 7807069.99452728, 610764.72778384 7807151.2679843));88.063
1278;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;49.799;AVE;PRESIDENTE ANTONIO CARLOS;RUA SERRA NEGRA;RUA DOS CARAJAS;MULTILINESTRING ((610236.969011365 7799333.27931323, 610221.887362148 7799365.70271354, 610214.779444365 7799377.81024909));49.799
1877;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;99.947;RUA;PELOTAS;RUA OLINTO MAGALHAES;RUA PROFESSOR TITO NOVAIS;MULTILINESTRING ((605852.323765426 7797778.20584393, 605793.753533392 7797712.85914506, 605788.039163295 7797702.10133478));99.947
173;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;56.415;AVE;DOM PEDRO II;RUA SABINOPOLIS;RUA HERVALIA;MULTILINESTRING ((608899.657983445 7798352.13902149, 608861.661132929 7798360.82725303, 608844.460301727 7798363.686671));56.415
175;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;86.801;AVE;DOM PEDRO II;RUA PRADOS;RUA ESPINOSA;MULTILINESTRING ((609060.05614669 7798275.32465683, 608983.740857731 7798316.70623373));86.801
177;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;84.728;AVE;DOM PEDRO II;RUA VIRGINIA;RUA PRADOS;MULTILINESTRING ((609134.524366527 7798234.9228805, 609107.362555416 7798249.48991542, 609079.021588571 7798265.07674277, 609060.05614669 7798275.32465683));84.728
188;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;61.717;AVE;DOM PEDRO II;RUA BRASILIA;RUA VIRGINIA;MULTILINESTRING ((609188.633596797 7798205.23892258, 609176.52869737 7798211.81758351, 609134.524366527 7798234.9228805));61.717
1282;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;192.072;AVE;PRESIDENTE ANTONIO CARLOS;;RUA JOAZEIRO;MULTILINESTRING ((610457.025858092 7798896.16828591, 610413.900092424 7799002.74659221, 610373.437734463 7799068.37323409));192.072
471;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;96.658;AVE;PRESIDENTE CARLOS LUZ;RUA MAGNOLIA;RUA BELMIRO BRAGA;MULTILINESTRING ((608504.352207896 7798472.88444411, 608455.619268107 7798556.36745139));96.658
168;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;38.646;AVE;DOM PEDRO II;RUA JANDAIA;RUA CAPITAO GUSTAVO MURGEL;MULTILINESTRING ((607686.207782694 7797904.13021239, 607649.406579601 7797892.33261375));38.646
169;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;45.504;AVE;DOM PEDRO II;RUA MALACACHETA;RUA DESEMBARGADOR CONTINENTINO;MULTILINESTRING ((607914.601178004 7797987.81317896, 607871.731033509 7797972.55628446));45.504
170;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;34.941;AVE;DOM PEDRO II;RUA ICARAI;RUA MALACACHETA;MULTILINESTRING ((607947.667013631 7797999.09088342, 607914.601178004 7797987.81317896));34.941
176;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;71.255;AVE;DOM PEDRO II;RUA MESQUITA;RUA ICARAI;MULTILINESTRING ((608014.507827494 7798023.78585683, 607980.370032108 7798011.43837012, 607947.667013631 7797999.09088342));71.255
179;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;72.184;AVE;DOM PEDRO II;RUA DESEMBARGADOR CONTINENTINO;RUA MANHUMIRIM;MULTILINESTRING ((607871.731033509 7797972.55628446, 607804.172831192 7797947.14145757));72.184
1967;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;81.459;RUA;TRES PONTAS;RUA BOM SUCESSO;RUA CATAGUAZES;MULTILINESTRING ((608334.974320212 7797976.5654684, 608256.0615903 7797956.36957921));81.459
1842;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;68.562;RUA;CATAGUAZES;RUA RIO POMBA;RUA TRES PONTAS;MULTILINESTRING ((608272.042036545 7797889.73314287, 608257.331450322 7797953.36019177, 608256.0615903 7797956.36957921));68.562
1867;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;69.704;RUA;VILA RICA;RUA OLINTO MAGALHAES;RUA RIO POMBA;MULTILINESTRING ((606679.241768959 7797687.18437108, 606682.935907203 7797756.80020098));69.704
193;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;86.137;AVE;DOM PEDRO II;RUA BOM SUCESSO;RUA CATAGUAZES;MULTILINESTRING ((608286.150676136 7798173.83531469, 608214.032521923 7798126.73490185));86.137
1970;ROTA NOROESTE;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2018;2020;LATERAL;NÃO;;46.777;RUA;TRES PONTAS;RUA ITAMARANDIBA;RUA CAMPOS GERAIS;MULTILINESTRING ((608713.829636391 7798061.84810937, 608667.232370274 7798057.84892339));46.777
392;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;76.406;AVE;DOM PEDRO II;RUA SETE LAGOAS;RUA BRASILIA;MULTILINESTRING ((609244.70533801 7798153.88937463, 609236.294576828 7798164.57719916, 609233.152910151 7798168.15647061, 609223.6124683 7798177.40458818, 609217.040530397 7798183.22340378, 609209.132765717 7798190.09200569, 609203.022595093 7798194.87103293, 609197.943155007 7798198.89021484, 609188.633596797 7798205.23892258));76.406
393;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;52.947;AVE;DOM PEDRO II;RUA UBERLANDIA;RUA PASSOS;MULTILINESTRING ((609305.633881512 7798052.64998162, 609281.102494732 7798099.5704311));52.947
